cv_id,job_index,organization,position,startDate,endDate,status,department,seniority
305,4,Economia,Head of Online Sales,2012-02,2013-11,INACTIVE,Sales,Lead
305,5,"ARBOinteractive, spol. s r.o.",Sales & Marketing Director,2010-09,2011-10,INACTIVE,Other,Director
305,6,"GLOBAL INSPIRATION, s.r.o. (Stream.cz)",Sales Director,2009-06,2010-06,INACTIVE,Sales,Director
305,7,ARBOmedia,Sales Director,2008-02,2009-02,INACTIVE,Sales,Director
305,8,ARBOmedia,Head Of TV Sales,2006-01,2008-01,INACTIVE,Sales,Lead
305,9,ARBOmedia,TV Front Office,2003-03,2005-12,INACTIVE,Other,Professional
305,10,Petrská reklamní a mediální s.r.o.,Account Manager,1998-11,2003-03,INACTIVE,Sales,Professional
305,11,Mediatel s.r.o.,Marketing assistant,1996-06,1998-10,INACTIVE,Marketing,Junior
305,12,Mediatel s.r.o.,Sales manager,1994-08,1996-05,INACTIVE,Sales,Professional
306,0,Selbstständig,Unternehmensinhaber,,,UNKNOWN,Other,Management
307,0,Yatego GmbH,Geschäftsführer,2017-01,,ACTIVE,Other,Management
307,1,Yatego GmbH,Head of Account Management,2013-04,,ACTIVE,Sales,Lead
307,2,Yatego GmbH,Teamlead Tech-Support,2009-01,2013-04,INACTIVE,Customer Support,Lead
307,3,Yatego GmbH,Support Agent,2006-06,2009-01,INACTIVE,Customer Support,Professional
308,0,AYRES Composite Panels,Group CEO,2018-07,,ACTIVE,Other,Management
308,1,AYRES Composite Panels,CEO,2016-04,2018-06,INACTIVE,Other,Management
308,2,AYRES Composite Panels,Head of International Sales & Marketing,2012-07,2016-03,INACTIVE,Sales,Lead
308,3,At home,Sabbatical,2011-09,2012-06,INACTIVE,Other,Professional
308,4,3A Composites (formerly Alcan Composites | RioTinto Alcan),Director Business Development & Strategy EMEA | Brazil | Australia,2008-08,2011-08,INACTIVE,Business Development,Director
308,5,Saint-Gobain Rigips Austria,Sales Controller Austria | CEE & Strategic Project Manager,2006-05,2008-07,INACTIVE,Project Management,Professional
308,6,Australia Experience,International Experience,2005-01,2006-02,INACTIVE,Other,Professional
308,7,Sto AG,Sales Controller International,2002-10,2004-12,INACTIVE,Sales,Professional
309,0,petrichor GmbH,Associate Consultant,2024-10,2024-12,INACTIVE,Consulting,Junior
309,1,1. Zentrum für Traditionelle Europäische Medizin in Bad Kreuzen,"Stellv. Betriebsleiter, Therapieleiter und FOL",2008-03,2024-03,INACTIVE,Other,Lead
310,0,Thames Valley Children's Centre,"Director, Finance and Information Technology",2018,,ACTIVE,Other,Director
310,1,"Tillsonburg District Memorial Hospital | Alexandra Hospital, Ingersoll",Vice President & Chief Financial Officer,2004,2018,INACTIVE,Other,Management
310,2,Tillsonburg District Memorial Hospital,Financial Officer,1998,2004,INACTIVE,Other,Professional
310,3,Johnson Controls,Plant Controller | Cost Accountant,1992,1998,INACTIVE,Other,Professional
311,0,Abschleppdienst Potsdam Nord Süd gmbh,Bergungsleiter,2004-04,,ACTIVE,Other,Lead
312,0,Porsche,Versuchsträgerverantwortlicher,,,UNKNOWN,Other,Professional
313,0,Yorizon Cloud,Co-CEO,2024-06,,ACTIVE,Other,Management
313,1,SCHWEINAR CONSULTING,Founder,2017-12,,ACTIVE,Other,Management
313,2,Dorsch Gruppe,Managing Director,2018-02,2024-05,INACTIVE,Other,Management
313,3,DB Engineering & Consulting GmbH,CFO,2012-11,2018-01,INACTIVE,Other,Management
313,4,HOCHTIEF Concessions AG,Executive Director,2003-05,2012-10,INACTIVE,Other,Management
313,5,Viterra Baupartner AG,Director Finance,1993-10,2003-04,INACTIVE,Other,Director
314,0,Airbus,Aircraft Physical Security Expert,2006-10,,ACTIVE,Other,Senior
314,1,Airbus Defense and Space,Ariane 5 Attitute Control System (SCA) development Leader,2004-06,2006-10,INACTIVE,Information Technology,Lead
314,2,Airbus Defense & Space,Procurement Engineer on ESA/ATV space program,2003-01,2004-06,INACTIVE,Purchasing,Professional
314,3,Thales,Test Engineer (Mechanic & Thermic),2002-06,2003-01,INACTIVE,Information Technology,Professional
314,4,ALCATEL SPACE / THALES,Satellite payload Development and Industrialisation Engineer,2000-12,2002-06,INACTIVE,Information Technology,Professional
315,0,Nokia,Director Maintenance Service Management national and international,2009-01,2016-11,INACTIVE,Other,Director
316,0,BASF,General Manager,1994-10,,ACTIVE,Other,Management
316,1,Elastogran,Marketing-Controller,1994-10,1997-06,INACTIVE,Marketing,Professional
317,0,Dentalteam Zahntechnik GmbH,Zahntechniker,,,UNKNOWN,Other,Professional
318,0,FNZ Bank SE,Head of Regulatory Projects,2023-09,,ACTIVE,Consulting,Lead
318,1,Konnektiv Consulting,Founder and owner,2013-10,2023-08,INACTIVE,Other,Management
318,2,LHI Leasing GmbH,"Director IT, Organisation, Strategic Corporate Development",2004-02,2013-09,INACTIVE,Information Technology,Director
318,3,Accenture,Management Consultant,1990-11,2003-12,INACTIVE,Consulting,Professional
319,0,GBOH Technology,Owner,2021-07,,ACTIVE,Other,Management
320,0,Syrena Real Estate,Financial Analyst,2024-10,,ACTIVE,Other,Professional
320,1,Merck Group,Junior HR Services & Resolution specialist with French,2024-05,2024-09,INACTIVE,Human Resources,Junior
320,2,Allter Power Sp. z o.o.,Intern,2023-09,2023-12,INACTIVE,Other,Junior
320,3,Akademia Surfingu & Deskorolki,Instruktor surfingu,2023-06,2023-08,INACTIVE,Other,Professional
320,4,Akademia Surfingu & Deskorolki,Instruktor surfingu,2022-06,2022-08,INACTIVE,Other,Professional
321,0,Tandem 50,Mentor,2017-07,,ACTIVE,Other,Senior
321,1,.,Started into the Golden Years and have unlimited time for enjoy my life.,2018-10,2022-12,INACTIVE,Other,Professional
321,2,Consulting GT Engineering and Project Management,Owner,2016-10,2020-10,INACTIVE,Other,Management
321,3,Pumilia AG,General Manager Pumilia Turbine Services & Project Management,2015-12,2016-09,INACTIVE,Project Management,Management
321,4,Pumilia AG,Overall Construction Manager Turbines OCM Turbines,2015-10,2015-11,INACTIVE,Other,Professional
321,5,Alstom Power,Technical Service Manager,2015-01,2015-09,INACTIVE,Customer Support,Professional
321,6,ALGEC GT Services,Head of Project Management & Engineering Department,2014-01,2014-12,INACTIVE,Project Management,Lead
321,7,Alstom (Switzerland) Ltd,Sr.Project Manager,2000-04,2013-12,INACTIVE,Project Management,Senior
321,8,ABB,GT Service Engineer for Thermal Block and Auxiliary,1993-06,2000-03,INACTIVE,Information Technology,Professional
321,9,ABB,GT Service Engineer for Thermal Block & Auxiliary,1992-05,1993-05,INACTIVE,Information Technology,Professional
321,10,ABB,GT Service Engineer,1989-10,1992-04,INACTIVE,Information Technology,Professional
321,11,ABB,GT Service Engineer,1989-04,1989-09,INACTIVE,Information Technology,Professional
321,12,Brown Boveri & Cie,Service Engineer for GT Blading,1984-04,1989-03,INACTIVE,Information Technology,Professional
321,13,Brown Boveri & Cie,Engineer for GT and Compressor Blading,1981-04,1984-03,INACTIVE,Information Technology,Professional
321,14,Brown Boveri Turbomachinery Inc.,Engineer for GT-Blading,1978-09,1981-03,INACTIVE,Information Technology,Professional
321,15,Brown Boveri Sulzer AG Winterthur,Engineer for Air Cooled GT Blading,1975-04,1978-08,INACTIVE,Other,Professional
322,0,Interstarch,Vertriebsingenieur,2024-10,,ACTIVE,Sales,Professional
322,1,Winback GmbH,Beratung/Vertrieb WinBack GmbH,2023-05,2024-10,INACTIVE,Consulting,Professional
322,2,Bäckerei Voigt,Geschäftsführer Bäckerei Voigt,2022-09,2023-05,INACTIVE,Other,Management
322,3,WinBack GmbH,"Anwendungsberatung und Vertrieb, Vertriebsbüro Ost, WinBack GmbH",2021-11,2022-09,INACTIVE,Sales,Professional
322,4,Meister Bäcker GmbH,Gesamtproduktionsleiter,2019-08,2021-09,INACTIVE,Other,Lead
322,5,Handelsvertretung Roman Weiß,Inhaber,2010-08,2016-03,INACTIVE,Other,Management
322,6,Backerhaus Veit,Production Supervisor,2006-12,2007-07,INACTIVE,Other,Lead
322,7,"Artisan bakke Shoppe, Vancouver",Prodution Manager,2000-09,2002-12,INACTIVE,Administrative,Professional
323,0,Westfälisches Energieinstitut,Professor im Ruhestand,2023-03,,ACTIVE,Other,Professional
323,1,Westfälisches Energieinstitut,Vorstandsmitglied,2001-12,,ACTIVE,Other,Management
323,2,Westfälische Hochschule,Professor,1996-05,2023-02,INACTIVE,Other,Professional
323,3,Westfälische Hochschule,Leiter des Labors für Hochspannungs- und Hochleistungspulstechnik,1996-05,2023-02,INACTIVE,Other,Lead
323,4,Westfälische Hochschule,Studiengangsprecher des Masterstudiengangs Energiesystemtechnik,2004-04,2008-02,INACTIVE,Other,Lead
323,5,ProPuls GmbH,Vorstandsmitglied,1998-06,2009-06,INACTIVE,Other,Management
323,6,Qumon,Freier Mitarbeiter,2007-11,2008-12,INACTIVE,Consulting,Professional
323,7,International Society on Pulsed Power Applications,Vorsitzender,1997-07,2008-07,INACTIVE,Other,Management
323,8,Product Creation Services GbR,Freier Mitarbeiter,1998-03,2000-03,INACTIVE,Consulting,Professional
323,9,TZN Forschungs- und Entwicklungszentrum Unterlüß GmbH/Rheinmetallforschung GmbH,Stellvertretender Leiter der Abteilung Hochleistungspulstechnik,1994-11,1996-04,INACTIVE,Other,Lead
323,10,TZN Forschungs- und Entwicklungszentrum Unterlüß GmbH/Rheinmetallforschung GmbH,Fachgebietsleiter Hochenergiesysteme,1988-05,1994-10,INACTIVE,Other,Lead
323,11,TZN Forschungs- und Entwicklungszentrum Unterlüß GmbH/Rheinmetallforschung GmbH,Wissenschaftlicher Angestellter,1987-04,1988-03,INACTIVE,Other,Professional
323,12,"TU Braunschweig, Institut für Hochspannungstechnik",Wissenschaftlicher Mitarbeiter,1983-04,1987-03,INACTIVE,Other,Professional
324,0,Grub Brugger & Partner Rechtsanwälte,Rechtsanwalt,,,UNKNOWN,Other,Professional
325,0,Liebherr Group,Vedoucí pobočky Popůvky,2024-01,,ACTIVE,Administrative,Lead
325,1,Liebherr Group,Vedoucí logistiky zemních strojů,2021-01,2023-12,INACTIVE,Other,Lead
325,2,Liebherr Group,Disponent věžových jeřábů,2019-08,2020-12,INACTIVE,Other,Professional
325,3,CLAAS,Stážista,2019-03,2019-07,INACTIVE,Other,Junior
326,0,Strukton System,Lead engineer,,,UNKNOWN,Information Technology,Lead
326,1,Strukton,Lead engineer/ groepscoordinator,1999,,ACTIVE,Information Technology,Lead
327,0,Raff Sanitär GmbH,Geschäftsfüherer,1994-01,,ACTIVE,Other,Management
328,0,Landeshauptstadt Mainz,"Dezernat für Wirtschaft, Stadtentwicklung, Liegenschaften und Ordnungswesen - Büroleitung/Referent",2019-02,,ACTIVE,Other,Lead
328,1,CDU-Stadtratsfraktion Mainz,Fraktionsgeschäftsführer,2009-09,2019-02,INACTIVE,Other,Management
328,2,Kirchenbote - Wochenzeitung des Bistums Osnabrück,Freier Mitarbeiter (Journalismus),2007-04,2009-08,INACTIVE,Other,Professional
328,3,Ems-Zeitung /Neue Osnabrücker Zeitung,Freier Mitarbeiter (Journalismus),2006-09,2009-08,INACTIVE,Other,Professional
328,4,Büro der CDU-Bundestagsabgeordneten Gitta Connemann,Studentischer Mitarbeiter,2006-10,2007-03,INACTIVE,Other,Junior
328,5,Büro der CDU-Bundestagsabgeordneten Gitta Connemann,Praktikant,2006-02,2006-04,INACTIVE,Other,Junior
328,6,Deutsches Generalkonsulat,Praktikant,2003-07,2003-10,INACTIVE,Other,Junior
329,0,CETIN Serbia,Senior Enterprise IT Systems Specialist,2024-04,,ACTIVE,Information Technology,Senior
329,1,CETIN Serbia,Enterprise IT Systems Specialist,2022-06,2024-04,INACTIVE,Information Technology,Professional
329,2,CETIN Serbia,Database Systems Specialist,2021-12,2022-06,INACTIVE,Information Technology,Professional
329,3,CETIN Serbia,IT Infrastructure Planning Specialist,2020-07,2021-12,INACTIVE,Information Technology,Professional
329,4,Telenor Common Operation,IT Infrastructure Planning Specialist,2019-05,2020-07,INACTIVE,Information Technology,Professional
329,5,Bosch Srbija,IT Support Specialist - Intern,2018-02,2018-11,INACTIVE,Information Technology,Junior
330,0,Botilbuddet Katrinebjerg,Vikar,2024-11,,ACTIVE,Other,Junior
330,1,Mor Anna,Servicemedarbejder,2023-05,2024-12,INACTIVE,Customer Support,Professional
330,2,headspace,Frivillig,2022-09,2024-06,INACTIVE,Other,Junior
330,3,Det Sociale Netværk,Lokalkoordinator,2023-01,2023-10,INACTIVE,Administrative,Lead
330,4,OUH,Husassistent,2020-11,2022-08,INACTIVE,Administrative,Junior
330,5,Haahrs Skole,Lærervikar,2017-08,2019-06,INACTIVE,Other,Junior
330,6,XL-Byg Jens Schultz,Kassemedarbejder,2015-08,2018-01,INACTIVE,Other,Professional
331,0,Rescop,General Manager,2023-01,,ACTIVE,Other,Management
331,1,Rescop,Chief Financial Officer,2019-07,2023-01,INACTIVE,Other,Management
331,2,Rescop,VP Business Development - Consultancy & Training,2018-03,2019-07,INACTIVE,Business Development,Management
331,3,Rescop,Corporate Director Business Development,2016-07,2018-03,INACTIVE,Business Development,Director
331,4,Mutsaerts BV,Senior Account Manager,2007-10,2016-06,INACTIVE,Sales,Senior
331,5,Schouten Zekerheid,Accountmanager MKB,2003,2006,INACTIVE,Sales,Professional
331,6,MBN Bemiddeling,Intern Accountmanager Schadeverzekeringen,2002,2003,INACTIVE,Sales,Junior
331,7,Schouten Zekerheid,Schadebehandelaar,2001,2002,INACTIVE,Other,Professional
331,8,AKD,Student Stagiair,2001,2001,INACTIVE,Other,Junior
332,0,"GROB Systems, Inc",Chief Sales Officer (CSO),2024-01,,ACTIVE,Sales,Management
332,1,GROB Machine Tools (China) Co. Ltd.,Vice President Sales & Member of the Board,2020-08,2023-12,INACTIVE,Sales,Management
332,2,GROB Machine Tools (China) Co. Ltd.,Vice President Sales,2019-06,2020-08,INACTIVE,Sales,Management
332,3,GROB Machine Tools (China) Co. Ltd.,Senior Manager Key Account Management International,2019-01,2019-06,INACTIVE,Sales,Senior
332,4,GROB-WERKE GmbH & Co. KG,Manager Key Account Management International,2018-01,2018-12,INACTIVE,Sales,Professional
332,5,GROB-WERKE GmbH & Co. KG,Deputy Head of Sales International Markets,2016-02,2017-12,INACTIVE,Sales,Lead
332,6,GROB-WERKE GmbH & Co. KG,Key-Account-Manager,2012-10,2016-02,INACTIVE,Sales,Professional
332,7,GROB-WERKE GmbH & Co. KG,Assistant to the Director Proposal Department,2010-10,2012-09,INACTIVE,Administrative,Junior
332,8,GROB-WERKE GmbH & Co. KG,Proposal Engineer,2008-02,2010-10,INACTIVE,Sales,Professional
333,0,Nestlé Waters Deutschland GmbH,Key Account Manager,2006-09,,ACTIVE,Sales,Professional
333,1,Intersnack,Regionaler Key Account Manager,2002-06,2006-08,INACTIVE,Sales,Professional
334,0,Sleeping Bird,Selbstständig,2019-05,,ACTIVE,Other,Professional
334,1,Verkehrsbetriebe St.Gallen,Projektleiter,2018-03,,ACTIVE,Project Management,Lead
334,2,Variosystems,Account-Manager,2017-11,2018-01,INACTIVE,Sales,Professional
334,3,Sabbatical,Auslandaufenthalt,2016-09,2017-06,INACTIVE,Other,Professional
334,4,SWiBi AG,Projektleiter,2013-10,2016-10,INACTIVE,Project Management,Lead
334,5,EKT AG,Projektleiter Elektrotechnik,2008-05,2013-09,INACTIVE,Project Management,Lead
335,0,D18 Partners,Project Manager,2023-01,,ACTIVE,Project Management,Professional
335,1,"Asplundh Tree Expert, LLC",Fleet Telematics System Administrator,2017-05,2022,INACTIVE,Information Technology,Professional
335,2,"Asplundh Tree Expert, LLC",Asplundh Tree Expert - Project Manager,2011-01,2017-05,INACTIVE,Project Management,Professional
335,3,"Telogis, A Verizon Company",Account Manager,2007,2011,INACTIVE,Sales,Professional
335,4,Metal Systems,Strategic Account Manager,2002,2007,INACTIVE,Sales,Professional
335,5,Self-employed,Business Development Consultant,1999,2002,INACTIVE,Consulting,Professional
335,6,Tycom,Manufacturing Engineer - Business Development,1990,1999,INACTIVE,Business Development,Professional
335,7,Aero-DDL,Process Engineering Manager,1989-01,1990,INACTIVE,Information Technology,Professional
335,8,Texas Instruments,Mechanical Process Engineer,1983,1989,INACTIVE,Information Technology,Professional
336,0,Université du Maine-Le Mans-Laval,Enseignant,2013-09,,ACTIVE,Other,Professional
336,1,AgriCampus Laval,Enseignant,1996-09,2013-09,INACTIVE,Other,Professional
336,2,ENFA Toulouse,Enseignant Stagiaire,1995-09,1996-09,INACTIVE,Other,Junior
336,3,Armée de Terre,Service National,1994-04,1995-02,INACTIVE,Other,Professional
336,4,Education nationale,Enseignant contractuel,1992-09,1994-04,INACTIVE,Other,Professional
337,0,Metalltechnik Schmidt GmbH & Co.,Metallbearbeiter,,,UNKNOWN,Other,Professional
338,0,Eviden,Senior Account Manager Public Sector,2023-05,,ACTIVE,Sales,Senior
338,1,Atos Information Technology GmbH,Senior Account Manager Öffentliche Auftraggeber,2017-08,2023-05,INACTIVE,Sales,Senior
338,2,Atos IT Solutions and Services GmbH,Senior Account Manager Public Sector,2012-01,2017-07,INACTIVE,Sales,Senior
338,3,Atos IT Solutions and Services GmbH,Senior Account Manager Healthcare,2011-07,2011-12,INACTIVE,Sales,Senior
338,4,Siemens IT Solutions and Services GmbH,Vertrieb Assignio (HealthVault) Gesundheitsplattform,2010-10,2011-06,INACTIVE,Sales,Professional
338,5,Siemens AG Siemens IT Solutions and Services,Senior Account Manager Healthcare,2008-11,2010-10,INACTIVE,Sales,Senior
338,6,Siemens AG Siemens IT Solutions and Services,Account Manager Public Sector und GKV,2005-02,2010-10,INACTIVE,Sales,Professional
338,7,senas GmbH,Key Account Manager,2004-06,2004-11,INACTIVE,Sales,Professional
338,8,Norman Data Defense Systems GmbH,Geschäftsführer,2000-02,2004-03,INACTIVE,Other,Management
338,9,Norman Data Defense Systems GmbH,Vertriebsleiter,1995-06,2000-01,INACTIVE,Sales,Lead
339,0,ThyssenKrupp AG,Senior Consultant Procurement Excellence,2022-08,,ACTIVE,Consulting,Senior
339,1,ThyssenKrupp AG,Global Cluster Manager Procurement,2017-02,2022-11,INACTIVE,Purchasing,Professional
339,2,AdientLtd. & Co.KG,Senior Commodity Manager Specialist,2016-06,2016-10,INACTIVE,Purchasing,Senior
339,3,Johnson Controls GmbH,Senior Commodity Manager Specialist,2009-09,2016-05,INACTIVE,Purchasing,Senior
339,4,Wilhelm Karmann GmbH,Leiter Einkauf Metall,1990-01,2009-08,INACTIVE,Purchasing,Lead
339,5,Verwaltungs & Wirtschaftsakademie,Dipl.-Betriebswirt,1989-08,1992-07,INACTIVE,Other,Professional
340,0,Anwaltskanzlei Heinemann,Rechtsanwalt,1995-07,,ACTIVE,Other,Professional
340,1,Anwaltskanzlei Heinemann,Rechtsanwalt,1976-01,,ACTIVE,Other,Professional
341,0,Wipotec,Commercial Service Manager,2023-07,,ACTIVE,Customer Support,Professional
341,1,Wipotec,Teamleitung - Ersatzteile,2019-07,,ACTIVE,Purchasing,Lead
341,2,Wipotec,Teamleitung - Ersatzteile / Umbauten,2019-07,2023-12,INACTIVE,Purchasing,Lead
341,3,Wipotec,Aftersales Service Assistentin,2015-08,2019-06,INACTIVE,Customer Support,Junior
341,4,TNT,Kauffrau für Spedition- und Logistikdienstleistung,2012-08,2015-07,INACTIVE,Other,Professional
342,0,Bayer,Head of CapEx Delivery Management and Planning Site Leverkusen,2025-01,,ACTIVE,Project Management,Lead
342,1,Bayer,Head of Technical Compliance,2023-03,2024-12,INACTIVE,Other,Lead
342,2,Bayer,Programm-Manager,2020-08,2023-02,INACTIVE,Project Management,Professional
342,3,Bayer,Lead Engineer Commissioning and Qualification,2016-10,2020-08,INACTIVE,Consulting,Lead
342,4,QIAGEN,Senior Validation Scientist,2014-10,2016-09,INACTIVE,Information Technology,Senior
342,5,QIAGEN,Senior Scientist GMP Components,2013-01,2014-09,INACTIVE,Other,Senior
342,6,Dynavax Europe,Production Manager/Deputy Head Manufacturing,2012-11,2012-12,INACTIVE,Other,Lead
342,7,Dynavax Europe,Deputy Head Manufacturing,2011-08,2012-10,INACTIVE,Other,Lead
342,8,Dynavax Europe,Gruppenleiter DSP/Isolation,2008-07,2011-07,INACTIVE,Information Technology,Lead
342,9,Dynavax Europe,Wissenschaftlicher Mitarbeiter Prozessentwicklung,2004-05,2008-07,INACTIVE,Project Management,Professional
343,0,Letec-Terem,Quality Manager,2002-02,,ACTIVE,Other,Professional
343,1,Air Scorpio,Maintenance Engineer,2009-06,2011,INACTIVE,Other,Professional
344,0,Bechtle Schweiz AG,Senior IT-Lizenzspezialist,2010-08,,ACTIVE,Information Technology,Senior
344,1,redIT Services AG,Software Consultant,2006-06,2010-08,INACTIVE,Consulting,Professional
344,2,CDC IT AG,Software Consultant,2005-01,2006,INACTIVE,Consulting,Professional
345,0,Sodexo Defence (UK),Strategy Director,2009,,ACTIVE,Business Development,Director
345,1,Royal Air Force,Station Commander RAF Benson,1997,1999,INACTIVE,Other,Professional
345,2,Royal Air Force,Station Commander RAF benson,1997,1999,INACTIVE,Other,Professional
345,3,S&D Flt 33 Squadron Royal Air Force,OC 33 Sqn,1992,1994,INACTIVE,Other,Professional
346,0,Richnerstutz AG,Unternehmensinhaber,2023-01,,ACTIVE,Other,Management
346,1,Richnerstutz AG,Geschäftsleiter,1988-01,,ACTIVE,Other,Lead
346,2,Richnerstutz AG,"Leiter Business Development, Präsident des Verwaltungsrats",2017,2017,INACTIVE,Business Development,Lead
347,0,doxx GmbH,Unternehmensinhaber,2010-03,,ACTIVE,Other,Management
348,0,AWEX,Managing Director,2021-01,,ACTIVE,Other,Management
349,0,EMEA Business Group,Director Commercial Operations,2012-01,,ACTIVE,Marketing,Director
349,1,The Economist,Head of Account Management CEMEA,2011-04,2012-01,INACTIVE,Sales,Lead
349,2,The Economist,Client Relations and Events Manager EMEA,2008-04,2011-03,INACTIVE,Marketing,Professional
349,3,The Economist,Client Relations and Events Co-ordinator,2006-04,2008-03,INACTIVE,Marketing,Lead
349,4,The Economist,Client Relations Executive,2003-04,2006-03,INACTIVE,Customer Support,Professional
349,5,The Economist,Marketing Executive,2002-09,2003-03,INACTIVE,Marketing,Professional
350,0,Roche Pharmaceuticals,Betriebsleiter API-Produktion,2001,,ACTIVE,Information Technology,Lead
351,0,RACE FX LIMITED,Human Resources Specialist,2021-06,,ACTIVE,Human Resources,Professional
351,1,RACE FX LIMITED,General Manager,2018-01,2021-06,INACTIVE,Other,Management
351,2,Race FX Ltd,Design & Communications Manager,2012-04,2017-12,INACTIVE,Marketing,Professional
351,3,Royal Bolton Hospitals NHS Foundation Trust,Senior Graphic Designer,1993-08,2012-03,INACTIVE,Marketing,Senior
352,0,BAUKING AG,49504,2009-08,,ACTIVE,Other,Professional
353,0,PATTON STATE HOSPITAL,Family Nurse Practitioner,2012-12,,ACTIVE,Other,Professional
354,0,Stellantis,Global Chief Engineer / Manager - Power Electronics (OBC/DCDC),2024-09,,ACTIVE,Information Technology,Lead
354,1,Stellantis,Assistant Chief Engineer - OBC/DCDC,2022-04,2025-03,INACTIVE,Information Technology,Junior
354,2,Opel,Center of Competence Leader - Diesel Filtration System,2018-08,2022-05,INACTIVE,Other,Lead
354,3,Opel,Project Manager / Engineer - Fuel & Vapor Systems,2015-04,2019-03,INACTIVE,Project Management,Professional
354,4,Opel,Masterthesis,2014-07,2015-03,INACTIVE,Other,Junior
354,5,spot.consulting GmbH,Junior Consultant,2013-02,2014-06,INACTIVE,Consulting,Junior
354,6,Technische Universität Darmstadt,Research Assistant,2011-04,2012-12,INACTIVE,Other,Junior
355,0,rido gmbh,Inhaber rido gmbh,2018-08,,ACTIVE,Other,Management
355,1,rido R. Nussbaumer & Co.,Einrichtungsberater,,,UNKNOWN,Other,Professional
355,2,Selbstständig,Einrichtungsberater,2001-01,,ACTIVE,Other,Professional
355,3,rido R. Nussbaumer & Co.,Alleiniger Inhaber,1996-10,2016-10,INACTIVE,Other,Management
356,0,All for One Switzerland AG,SAP Solutions Consultant,2022-10,,ACTIVE,Consulting,Professional
356,1,All for One Switzerland AG,SAP HCM Consultant,2015-07,2022-10,INACTIVE,Consulting,Professional
357,0,LR Global Holding GmbH,Senior Treasury Manager,2017-09,,ACTIVE,Other,Senior
357,1,HSH Nordbank,Senior Asset Liability Manager (Vice President / Prokurist),2012-06,2017-06,INACTIVE,Other,Senior
357,2,HSH Nordbank,Banking Book Risk Manager,2007-10,2012-05,INACTIVE,Other,Professional
357,3,HSH Nordbank,Trainee Financial Markets Division,2006-03,2007-09,INACTIVE,Other,Junior
358,0,Randstad Deutschland,Senior Consultant,2024-07,,ACTIVE,Consulting,Senior
358,1,Randstad Deutschland,Consultant,2023-05,2024-07,INACTIVE,Consulting,Professional
358,2,Randstad Deutschland,Account Specialist Inhouse Service,2021-10,2023-05,INACTIVE,Customer Support,Professional
358,3,Adecco,Onsite Manager,2020-03,2021-05,INACTIVE,Administrative,Professional
359,0,Alexander Klaus Freelance- & Interims- Marketing Consulting,Freelance Marketing Consulting / Client Service / Interim Marketing & Branding,2022-04,,ACTIVE,Consulting,Professional
359,1,Delikatessen Agentur für Marken und Design GmbH,Client Service Director,2019-03,2022-04,INACTIVE,Customer Support,Director
359,2,Pahnke Markenmacherei GmbH & Co. KG,Manager Marketing Consulting,2017-09,2019-02,INACTIVE,Consulting,Professional
359,3,Pahnke Markenmacherei GmbH & Co. KG,Senior Markenberater/ Senior Brand Consultant,2015-10,2017-08,INACTIVE,Marketing,Senior
359,4,Landor Associates,Senior Brand Consultant,2013-03,2015-07,INACTIVE,Consulting,Senior
359,5,Landor Associates,Client Manager,2011-12,2013-02,INACTIVE,Sales,Professional
359,6,Landor Associates,Project Coordinator,2010-12,2011-12,INACTIVE,Project Management,Lead
359,7,ewo,International Cooperations Manager,2009-09,2010-12,INACTIVE,Business Development,Professional
359,8,MetaDesign,Intern Brand Consulting,2008-10,2009-03,INACTIVE,Consulting,Junior
360,0,Anyline,VP Product Management,2025-01,,ACTIVE,Project Management,Management
360,1,Anyline,Head Of Product Management,2022-04,2025-01,INACTIVE,Other,Lead
360,2,Anyline,Product Manager,2021-05,2022-04,INACTIVE,Project Management,Professional
360,3,GVC Group,Senior IT Product Manager,2017-01,2021-03,INACTIVE,Project Management,Senior
360,4,bwin.party digital entertainment,Product Owner & Teamlead,2014-01,2017-12,INACTIVE,Project Management,Lead
360,5,bwin,Teamlead Technical Product Management,2011-03,2013-12,INACTIVE,Project Management,Lead
360,6,bwin,Technical Product Manager,2007-07,2011-03,INACTIVE,Project Management,Professional
360,7,Freiberuflich,IT Consultant,2002-01,2007-01,INACTIVE,Consulting,Professional
361,0,VON ARDENNE GmbH,Head of Mechanical Engiuneering,2017,,ACTIVE,Other,Lead
361,1,VON ARDENNE GmbH,Senior Manager Product Development,2014-06,,ACTIVE,Information Technology,Senior
361,2,Leybold Optics Dresden GmbH,Director Design,2008-07,2014-05,INACTIVE,Marketing,Director
361,3,Leybold Optics Dresden GmbH,Projektmanager Sales,2007-05,2008-06,INACTIVE,Sales,Professional
361,4,Applied Materials,Senior Engineer,2006-07,2007-04,INACTIVE,Information Technology,Senior
361,5,Vacuum Coating Technologies GmbH,Senior Engineer,2005-01,2006-06,INACTIVE,Information Technology,Senior
361,6,VON ARDENNE Anlagentechnik GmbH,Project Engineer,1997-09,2004-12,INACTIVE,Project Management,Professional
361,7,Engineering Office Rudolf Winkler,Design Engineer,1996-10,1997-06,INACTIVE,Information Technology,Professional
361,8,Institut für Medizintechnik Dresden,Design Engineer,1994-04,1996-09,INACTIVE,Information Technology,Professional
362,0,Masmec S.p.A.,Progettista Finanza Agevolata - Research Funding & Administration,2024-04,,ACTIVE,Other,Professional
362,1,PJ Consulting,Consulente in finanza agevolata,2024-02,2024-04,INACTIVE,Consulting,Professional
